LotNo=8J208472500,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
67,2.2293,3.4847,49.3,2.6956,1026.06,1441.53,441.41,457.08,20.84,3.4847,1441.53,441.41,118,104,1.5278,1.581,2.4638,2.4497,0.0342,440.82,0.6987,21.04,1.9376,1.2096,2.4638,1441.53,441.41,457.08,0.0783,18.55,3.4847,49.3,49.3,2.6956,2.6956,65.54,65.5,51.25,57.86,55.41,32.66,66.26,56.44,67.99
68,2.3146,3.3787,18.3,0.0713,1116,818.03,446.79,444.02,18.61,3.3787,818.03,446.79,119,104,2.4786,1.5888,2.2569,2.1515,2.6508,441,0.0578,18.66,1.0596,0.8663,2.2569,818.03,446.79,444.02,2.0632,21.36,3.3787,18.3,18.3,0.0713,0.0713,75.02,46.6,31.01,58.07,32.91,61.17,74.2,67.6,77.59
69,1.5188,2.9782,28,1.1507,1181.27,1147.92,444.78,458.27,19.48,2.9782,1147.92,444.78,120,104,1.5201,1.7388,1.8409,2.3013,0.0394,445.7,2.8814,20.76,2.8319,2.6362,1.8409,1147.92,444.78,458.27,1.1245,21.46,2.9782,28,28,1.1507,1.1507,37.58,72.59,38.07,32.92,42.29,64.52,50.49,71.45,64.03
70,2.1574,2.834,30.1,1.7084,893.99,1259.86,454.36,445.07,20.65,2.834,1259.86,454.36,121,104,2.2418,1.8661,2.353,2.3777,1.5044,453.79,0.4773,21.51,0.4492,1.4511,2.353,1259.86,454.36,445.07,0.5014,18.09,2.834,30.1,30.1,1.7084,1.7084,36.89,41.81,71.35,32.63,66.59,39.24,76.08,75.71,77.65
71,2.3317,2.9465,26.4,0.5497,1101.05,1318.1,448.85,445.16,21.54,2.9465,1318.1,448.85,122,104,2.156,2.4193,2.3384,2.4011,1.0805,457.88,0.7779,19.3,2.278,2.4339,2.3384,1318.1,448.85,445.16,1.1655,21.08,2.9465,26.4,26.4,0.5497,0.5497,39.8,58.46,61.8,45.75,74.8,44.03,78.96,38.84,64.56
72,2.2566,3.3763,32.1,2.5412,1171.85,1421.76,446.3,451.69,21.38,3.3763,1421.76,446.3,123,104,1.7615,2.2025,1.895,1.5119,0.8155,452.58,2.907,20.68,1.7567,2.5526,1.895,1421.76,446.3,451.69,1.9435,20.39,3.3763,32.1,32.1,2.5412,2.5412,31.15,54.73,75.44,50.37,36.49,61.68,49.24,68.95,39.97
73,1.9061,3.3621,10.2,2.1335,1275.05,1215.09,443.88,450.23,21.89,3.3621,1215.09,443.88,124,104,1.7416,2.2548,2.2903,2.2882,0.754,450.64,2.7705,20.33,0.4782,0.6176,2.2903,1215.09,443.88,450.23,1.6868,19.76,3.3621,10.2,10.2,2.1335,2.1335,39.24,30.39,54.65,44.83,72.85,57.1,40.2,38.62,48.06
74,2.0044,3.1305,19.8,0.8196,829.39,1354.57,447.98,450.25,18.73,3.1305,1354.57,447.98,125,104,2.2772,1.9445,2.1423,1.7475,0.5707,445.65,2.1819,21.5,0.3892,2.7945,2.1423,1354.57,447.98,450.25,0.232,19.22,3.1305,19.8,19.8,0.8196,0.8196,66.02,36.38,53.55,43.13,64.41,59.62,57.73,38.44,72.39
75,2.2031,3.2509,27.9,2.173,1125.84,944.28,450.13,443.04,19.68,3.2509,944.28,450.13,126,104,2.4203,2.0812,2.2351,2.2387,0.9513,444.13,0.4152,18.08,1.1769,2.4988,2.2351,944.28,450.13,443.04,1.2559,20.81,3.2509,27.9,27.9,2.173,2.173,77.02,68.9,41.33,69.91,61.57,68.87,44.84,59.25,53.21
76,2.2657,2.8828,19.5,1.8028,845.12,949.18,443.81,452.76,21.89,2.8828,949.18,443.81,127,104,1.5357,2.2645,1.9852,2.0618,1.9959,449.49,1.0496,20.11,2.9947,0.5742,1.9852,949.18,443.81,452.76,0.0706,20.03,2.8828,19.5,19.5,1.8028,1.8028,44.65,33.24,44.56,49.83,68.71,36.5,63.33,32.81,39.9
77,1.5429,3.1781,39.5,2.0804,1008.86,1049.39,452.3,440.45,19.13,3.1781,1049.39,452.3,128,104,2.0753,2.1761,2.4668,1.8873,0.5886,446.33,2.2833,19.34,2.3152,1.5775,2.4668,1049.39,452.3,440.45,1.9183,19.09,3.1781,39.5,39.5,2.0804,2.0804,67,71.33,32.23,42.78,31.64,48.27,51.93,60.9,64.15
78,1.9641,2.81,44.6,0.667,1435.28,1434.82,451.4,447.28,20.21,2.81,1434.82,451.4,129,104,1.5175,1.9935,1.7342,1.8623,2.4465,442.18,1.2063,19.72,1.3093,2.7533,1.7342,1434.82,451.4,447.28,1.4977,19.07,2.81,44.6,44.6,0.667,0.667,42.66,58.51,65.5,37.76,52.4,51.75,75.46,38.56,60.35
79,1.5813,3.3669,27.2,2.3969,1019.69,1107.11,443.15,440.09,21.17,3.3669,1107.11,443.15,130,104,1.989,2.1698,1.6147,1.8491,2.2517,456.8,0.5306,21.14,0.3334,1.0647,1.6147,1107.11,443.15,440.09,0.7549,21.8,3.3669,27.2,27.2,2.3969,2.3969,38.15,65.18,45.59,30.41,66.2,33.88,32.76,32.22,72.51
80,1.6259,3.0778,21.5,1.7383,1286.07,1007.57,455.72,445.02,18.89,3.0778,1007.57,455.72,131,104,1.5087,1.8757,2.233,1.676,0.963,453.01,2.935,19.41,0.2042,0.2033,2.233,1007.57,455.72,445.02,1.4441,20.79,3.0778,21.5,21.5,1.7383,1.7383,56.94,32.14,58.76,56.21,44.61,49.34,71.36,30.4,34.66
81,1.8491,3.067,27.4,1.3557,1460.73,1006,458.55,447.17,19.64,3.067,1006,458.55,132,104,2.2263,2.3766,1.8291,2.0997,2.3269,442.44,2.6399,20.52,1.7463,2.5703,1.8291,1006,458.55,447.17,0.21,20.15,3.067,27.4,27.4,1.3557,1.3557,44.06,61.87,67.59,46.31,38.51,70.23,65.11,40.76,42.43
82,2.071,3.4167,27.7,1.1574,1397.92,1249.62,452.55,454.7,19.47,3.4167,1249.62,452.55,133,104,1.6186,2.3298,2.0146,1.6297,1.1754,441.86,2.6128,21,1.4976,0.3233,2.0146,1249.62,452.55,454.7,0.4172,21.92,3.4167,27.7,27.7,1.1574,1.1574,45.75,55.09,55.76,50.5,78.69,67.97,32.95,60.86,34.52
83,1.7945,3.4669,13.4,1.5552,951.34,805.59,456.39,454.53,18.5,3.4669,805.59,456.39,134,104,1.6722,2.0148,1.9547,2.1696,1.4107,456.23,2.4807,19.13,2.1137,0.4555,1.9547,805.59,456.39,454.53,0.9936,21.46,3.4669,13.4,13.4,1.5552,1.5552,32.02,63.24,32.48,48.37,66.96,43.22,45.13,58.73,69.8
84,1.9015,3.206,24.3,2.684,1410.74,921.82,448.98,442.67,18.73,3.206,921.82,448.98,135,104,2.2929,1.9638,2.0667,2.2472,1.7689,458.76,0.0961,19.51,0.1431,0.0677,2.0667,921.82,448.98,442.67,1.1981,20.74,3.206,24.3,24.3,2.684,2.684,36.61,45.34,65.27,48.55,55.97,74.39,41.41,55.98,55.36
85,1.7444,2.9681,18.3,2.1905,1466.77,1236.06,455.71,440.46,20.41,2.9681,1236.06,455.71,136,104,2.2087,2.0462,1.6054,1.5975,2.1167,440.8,2.2575,19.09,1.5085,0.5059,1.6054,1236.06,455.71,440.46,1.1168,21.58,2.9681,18.3,18.3,2.1905,2.1905,49.01,75.95,33.76,72.48,78.35,72.45,74.91,74.88,67.8
86,2.4361,2.9082,39.7,2.2633,1358.02,1287.86,446.29,453.28,18.96,2.9082,1287.86,446.29,137,104,1.8486,1.6324,1.7498,1.5819,1.8582,446.13,1.402,19.06,1.3429,0.405,1.7498,1287.86,446.29,453.28,1.5648,19.68,2.9082,39.7,39.7,2.2633,2.2633,71.14,44.21,56.23,45.55,35.97,30.64,45.66,68.52,44.51
87,1.9747,3.0413,25.3,0.4943,1344.29,1300.18,450.56,453.37,20.31,3.0413,1300.18,450.56,138,104,1.6602,1.6089,1.976,2.4056,0.1883,452.33,0.5937,20.76,0.4982,0.271,1.976,1300.18,450.56,453.37,1.0953,18.49,3.0413,25.3,25.3,0.4943,0.4943,46.19,42.55,68.98,40.65,72.13,50.65,79.59,32.2,41.17
88,2.008,3.1636,21.4,1.5159,1278.64,1029.31,445.23,453.08,18.76,3.1636,1029.31,445.23,139,104,2.1185,1.645,1.6952,1.6875,1.4452,459.04,1.5785,21.62,0.7309,1.3195,1.6952,1029.31,445.23,453.08,1.0792,21.41,3.1636,21.4,21.4,1.5159,1.5159,63.58,75.25,53.35,45.12,35.08,60.94,37.1,52.38,55.89
89,1.9608,3.2189,31.2,0.1688,1391.87,933.34,445.83,449.09,19.26,3.2189,933.34,445.83,140,104,2.4309,1.7803,2.2837,1.7198,2.5088,456.64,0.7877,20.12,1.2811,0.9088,2.2837,933.34,445.83,449.09,2.5945,18.52,3.2189,31.2,31.2,0.1688,0.1688,70.86,55.11,55.77,33.57,72.75,54.18,55.09,50.36,73.47
90,1.5454,3.3455,11,2.0321,1493.69,1086.55,445.69,447.96,21.01,3.3455,1086.55,445.69,141,104,2.4635,2.1303,1.9367,2.0601,1.6611,459.9,2.8307,20.4,2.5164,2.0129,1.9367,1086.55,445.69,447.96,2.5082,21.37,3.3455,11,11,2.0321,2.0321,55.57,69.52,56.42,38.72,37.4,38.41,74.68,70.09,51.19
91,2.229,2.8469,20.1,2.0713,1088.39,923.9,445.99,457.87,19.27,2.8469,923.9,445.99,142,104,1.8143,1.8186,2.1364,2.3242,1.7794,449.02,1.0841,20.67,0.7429,2.7919,2.1364,923.9,445.99,457.87,2.7101,21.01,2.8469,20.1,20.1,2.0713,2.0713,35.35,41.34,40.84,53.28,71.15,73.8,71.12,42.43,58.93
92,1.5494,3.3815,45.8,2.534,1447.26,1155.25,447.62,451.6,18.97,3.3815,1155.25,447.62,143,104,1.5186,2.2252,2.2461,1.7445,1.8239,459.95,0.3896,19.5,1.2215,1.0309,2.2461,1155.25,447.62,451.6,0.2196,20.23,3.3815,45.8,45.8,2.534,2.534,75.82,48.7,75.1,48.17,31.05,47.06,76.2,30.55,77.73
93,2.4649,3.0604,40,1.6955,942.59,877.35,454.16,446.97,21.24,3.0604,877.35,454.16,144,104,2.3397,1.9973,2.4741,1.7986,2.1321,455.02,2.6723,21.15,0.9909,0.8621,2.4741,877.35,454.16,446.97,0.0674,19.87,3.0604,40,40,1.6955,1.6955,43.75,71.04,43.41,79.91,62,35.56,56.34,44.05,30.44
94,1.6282,3.1685,46.2,1.7564,873.24,1317.45,441.73,445.78,18.36,3.1685,1317.45,441.73,145,104,1.7327,2.4194,2.0101,1.6041,2.3925,440.74,1.7543,21.3,1.1942,1.4353,2.0101,1317.45,441.73,445.78,2.1824,21.82,3.1685,46.2,46.2,1.7564,1.7564,65.85,70.57,52.58,33.01,40.46,36.01,70.37,45.66,70.95
95,2.4367,3.2105,38.5,2.7889,1093.9,1176.19,451.09,442.34,20.49,3.2105,1176.19,451.09,146,104,2.0032,2.2071,2.2011,1.8296,0.4806,445.57,1.1082,19.62,1.3961,0.406,2.2011,1176.19,451.09,442.34,0.4469,19.58,3.2105,38.5,38.5,2.7889,2.7889,49.57,40.29,32.57,62.21,33.13,65.41,35.91,73.11,37.65
96,2.1147,2.8109,17.5,2.4977,843.61,948.71,441.85,459.97,21.9,2.8109,948.71,441.85,147,104,2.2417,1.9396,2.4117,1.8885,0.5343,447.8,1.8738,20.41,1.1726,0.4155,2.4117,948.71,441.85,459.97,0.4244,20.33,2.8109,17.5,17.5,2.4977,2.4977,41.48,77.23,42.58,37.87,60.6,45.11,35.98,39.23,36.85
97,2.1735,3.3951,41.9,2.2779,998.15,1294.47,440.47,454.14,21.8,3.3951,1294.47,440.47,148,104,1.5843,2.4387,2.0934,2.4658,1.2252,448.31,1.0034,20.87,1.8092,0.7999,2.0934,1294.47,440.47,454.14,2.9539,20.57,3.3951,41.9,41.9,2.2779,2.2779,39.8,50.81,74.02,72.77,49.47,54.17,47.36,74.58,53.15
98,1.9878,3.4421,24.1,1.6551,944.2,957.41,456.25,451.48,21,3.4421,957.41,456.25,149,104,2.2876,2.4276,1.5013,1.946,2.9571,457.76,2.4786,19.4,1.6817,2.9882,1.5013,957.41,456.25,451.48,1.0411,21.98,3.4421,24.1,24.1,1.6551,1.6551,73.21,65.09,75.87,48.33,75.83,38.5,45.31,43.53,69.69
99,1.9492,3.2067,21.8,0.2474,1078.9,1163.18,445.24,451.1,18.63,3.2067,1163.18,445.24,150,104,2.3411,2.426,1.7841,2.2603,2.0173,447.68,1.7633,21.76,0.8988,2.2897,1.7841,1163.18,445.24,451.1,2.0584,18.86,3.2067,21.8,21.8,0.2474,0.2474,72.82,38.85,69.92,60.13,64.4,78.15,58.07,66.42,71.19
100,1.741,3.3973,49.5,1.8181,848.01,1473.03,446.14,443.84,21.36,3.3973,1473.03,446.14,151,104,2.211,2.4034,1.519,2.1497,0.4213,444.86,1.0705,21.25,1.1149,0.1654,1.519,1473.03,446.14,443.84,2.3179,18.15,3.3973,49.5,49.5,1.8181,1.8181,64.25,61.84,48.62,54.61,30.58,75.98,54.79,61.16,72.21
101,1.6951,3.1212,10.6,2.1481,1464.81,940.55,450.99,447.75,21.06,3.1212,940.55,450.99,152,104,1.695,1.6706,1.9974,2.3951,1.5877,442.01,2.2449,18.89,2.0114,2.5199,1.9974,940.55,450.99,447.75,1.0682,21.11,3.1212,10.6,10.6,2.1481,2.1481,33.45,43.59,72.38,57.74,67.06,71.99,55.25,76.83,69.39
102,1.9963,3.3678,43,1.6597,887.49,832.95,453.85,443.64,19.85,3.3678,832.95,453.85,153,104,2.0257,2.3772,2.0551,1.8857,2.9394,440.21,0.2102,21,0.8137,1.2148,2.0551,832.95,453.85,443.64,2.3916,19.17,3.3678,43,43,1.6597,1.6597,74.26,38.69,54.79,39.32,74.77,46.5,76.39,45.63,39.28
103,1.695,2.8208,44.3,1.4666,905.68,1305.74,449.41,448.83,20.32,2.8208,1305.74,449.41,103,105,1.5254,1.8571,2.174,2.356,2.3138,449.54,2.7618,21.89,2.1154,2.5062,2.174,1305.74,449.41,448.83,1.3599,20.95,2.8208,44.3,44.3,1.4666,1.4666,45.27,76.94,72.41,46.12,33.04,65.05,54.88,55.22,61.3
104,2.1653,3.4185,24.6,2.4693,902.72,1155.97,442.33,455.04,20.27,3.4185,1155.97,442.33,104,105,1.9503,1.5119,1.6556,1.5298,2.857,449.36,2.1126,18.35,1.6531,0.965,1.6556,1155.97,442.33,455.04,0.3451,19.15,3.4185,24.6,24.6,2.4693,2.4693,63.78,75.66,41.37,36.55,66.03,76.68,60.03,52.74,47.77
105,2.3258,3.3163,45,0.7983,1396.04,1391.59,450.57,442.65,20.33,3.3163,1391.59,450.57,105,105,1.8315,1.9584,1.8542,1.5796,1.2617,454.51,1.2567,20.81,2.9018,2.5767,1.8542,1391.59,450.57,442.65,1.885,20.8,3.3163,45,45,0.7983,0.7983,42.32,50.2,38.48,44.46,32.03,38.01,46.96,33.33,40.86
106,1.7078,3.149,19.6,2.8931,1265.97,1278.03,451.6,442.79,19.25,3.149,1278.03,451.6,106,105,2.4706,1.7111,2.1858,2.3847,1.1588,453.46,2.0085,19.81,2.7819,1.7689,2.1858,1278.03,451.6,442.79,2.9481,21.14,3.149,19.6,19.6,2.8931,2.8931,32.62,48.76,43.78,77.6,74.51,32.24,79.16,62.2,43.7
107,1.838,2.829,13.6,0.6471,856.5,1258.72,448.95,446.78,19.32,2.829,1258.72,448.95,107,105,2.4902,1.5706,1.5501,1.6873,2.4799,454.27,0.4881,20.58,2.1304,1.355,1.5501,1258.72,448.95,446.78,0.8647,20.1,2.829,13.6,13.6,0.6471,0.6471,36.91,68.31,61.54,45.36,51.78,61.47,54.22,35.61,75.12
108,2.4398,3.3264,30.7,1.6116,926.52,1273.45,453.33,457.75,21.58,3.3264,1273.45,453.33,108,105,2.0294,1.5196,1.799,2.0067,0.5833,445.35,0.4966,18.36,2.4219,0.7603,1.799,1273.45,453.33,457.75,2.7415,19.29,3.3264,30.7,30.7,1.6116,1.6116,55.73,54.15,56.31,47.56,68.27,44.32,36.2,46.26,45.28
109,2.3061,3.379,34.9,0.3592,837.41,1061.63,455.89,453.94,21.5,3.379,1061.63,455.89,109,105,2.2924,1.6062,2.0299,2.1095,1.9777,457.13,2.1153,21.46,0.0607,1.4023,2.0299,1061.63,455.89,453.94,2.881,20.96,3.379,34.9,34.9,0.3592,0.3592,64.4,31.23,31.62,72.11,51.77,44.8,66.28,79.12,41.92
110,2.3498,2.8266,11,0.8167,1073.45,960.2,441.62,450.7,21.81,2.8266,960.2,441.62,110,105,2.1935,2.4474,2.0956,2.2033,1.6045,454.9,1.0885,18.55,0.4558,2.6962,2.0956,960.2,441.62,450.7,1.2418,19.58,2.8266,11,11,0.8167,0.8167,39.32,79.88,60.39,71.28,34.86,42.77,74.45,69.97,44.15
111,2.1501,2.8992,20.8,2.932,1355.01,1289.47,449.26,441.54,19.92,2.8992,1289.47,449.26,111,105,1.6037,2.4931,1.7395,1.8264,2.3721,450.05,1.3762,20.08,1.6243,0.2549,1.7395,1289.47,449.26,441.54,1.0823,18.65,2.8992,20.8,20.8,2.932,2.932,39.58,74.5,64.01,75.67,40.33,50.77,59.55,76.53,37.26
112,2.4164,3.3202,47.8,1.1843,1064.05,1401.1,447.31,443.21,19.02,3.3202,1401.1,447.31,112,105,2.1411,1.6331,2.4609,1.6694,2.3023,451.16,0.699,21.89,2.8198,0.405,2.4609,1401.1,447.31,443.21,2.1429,18.6,3.3202,47.8,47.8,1.1843,1.1843,72.49,45.76,78.63,60.64,31.92,43.27,46.67,39.25,42.33
113,2.1158,2.888,34.8,1.5987,1150.16,1056.15,440.92,441.99,19.24,2.888,1056.15,440.92,113,105,1.6185,1.7484,2.1277,1.6662,0.5878,441.24,1.3883,19.81,2.2562,2.9611,2.1277,1056.15,440.92,441.99,0.2564,21.97,2.888,34.8,34.8,1.5987,1.5987,44.21,53.17,47.78,43.48,78.14,49.73,76.01,62.82,70.19
114,1.9887,3.2352,29.4,0.8004,1369.09,1402.19,453.07,453.92,19.85,3.2352,1402.19,453.07,114,105,1.8532,1.8729,1.6827,1.7228,1.1338,455.18,2.3759,19.89,2.5623,1.8739,1.6827,1402.19,453.07,453.92,1.5458,18.56,3.2352,29.4,29.4,0.8004,0.8004,74.61,43.45,58.21,49.38,75.78,77.71,37.04,57.14,72.5
115,2.1061,2.8388,29.7,2.1692,842.68,881.12,456.05,443.2,19.18,2.8388,881.12,456.05,115,105,2.4873,2.2606,1.7425,2.4641,2.4187,455.43,2.6049,20.95,0.7624,0.841,1.7425,881.12,456.05,443.2,2.2131,21.72,2.8388,29.7,29.7,2.1692,2.1692,31.39,55.92,53.62,64.28,59.56,45.66,32.84,36.21,54.92
116,2.4306,2.899,39.8,0.6449,1258.17,1126.57,455.51,450.43,18.5,2.899,1126.57,455.51,116,105,2.0241,1.7363,1.9185,2.0385,1.8579,450.81,1.8194,18.07,0.3158,1.9485,1.9185,1126.57,455.51,450.43,2.3538,20.05,2.899,39.8,39.8,0.6449,0.6449,60.35,41.52,74.49,50.75,30.55,48.98,47.04,52.66,72.03
117,2.2439,2.9086,49.1,0.572,1406.68,1253.93,449.24,456.47,19.97,2.9086,1253.93,449.24,117,105,2.1438,1.5645,1.659,2.0497,2.9824,458.78,2.5639,21.27,1.957,2.8492,1.659,1253.93,449.24,456.47,0.4436,18.43,2.9086,49.1,49.1,0.572,0.572,49.85,31.23,57.89,78.53,47.94,38.95,45.1,61.2,49.09
118,2.289,3.0543,25.4,2.0808,1260.96,1450.21,443.11,454.68,19.49,3.0543,1450.21,443.11,118,105,1.8945,1.7666,2.4437,2.41,0.4286,441.58,0.1354,19.5,1.3023,2.524,2.4437,1450.21,443.11,454.68,0.5931,18.57,3.0543,25.4,25.4,2.0808,2.0808,40.94,52.18,77.81,63.11,61.92,51.07,78.01,37.95,39.04
119,2.4921,3.492,39.5,1.2735,938.84,978.4,454.18,451.67,21.12,3.492,978.4,454.18,119,105,1.9128,2.3018,2.4826,2.3229,1.0087,451.97,1.453,21.96,2.0558,1.028,2.4826,978.4,454.18,451.67,1.3273,18.1,3.492,39.5,39.5,1.2735,1.2735,49.06,76.8,40.04,74.17,49.5,65.88,50.63,36.72,77.11
120,2.4178,3.3204,27.3,1.8422,856.35,999.74,445.97,448.5,19.38,3.3204,999.74,445.97,120,105,1.5081,1.8964,2.1798,2.238,1.0058,452.82,0.245,19.62,0.4816,0.0814,2.1798,999.74,445.97,448.5,2.712,18.09,3.3204,27.3,27.3,1.8422,1.8422,52.17,49.85,41.76,59.56,75.32,67.27,31.09,55.6,36.97
121,1.7451,2.8447,14.9,2.3304,1058.44,920.27,445.09,458.59,18.34,2.8447,920.27,445.09,121,105,2.0835,1.7035,1.628,1.8483,0.1849,446,0.5273,18.84,0.774,2.631,1.628,920.27,445.09,458.59,0.486,20.4,2.8447,14.9,14.9,2.3304,2.3304,48.5,58.71,60.04,44.57,47.29,33.52,44.81,58.12,71.42
122,2.4835,3.2746,36.7,2.5826,987.38,1304.29,458.21,448.36,18.63,3.2746,1304.29,458.21,122,105,1.8519,1.9534,1.9849,1.5772,1.2654,442.68,0.598,20.31,2.1049,2.6044,1.9849,1304.29,458.21,448.36,2.7178,21.3,3.2746,36.7,36.7,2.5826,2.5826,51.01,64.33,45.68,70.89,56.93,76.64,74.04,65.74,69.18
123,1.511,3.2976,11.7,2.7107,1136.14,1007.79,447.84,449.25,20.64,3.2976,1007.79,447.84,123,105,1.8934,1.5842,2.4393,1.7863,0.8402,446.22,1.1159,20.28,1.206,0.9117,2.4393,1007.79,447.84,449.25,0.1514,18.11,3.2976,11.7,11.7,2.7107,2.7107,61.91,42.82,76.2,31.12,51.2,42.66,63.79,59.48,76.66
124,1.9849,3.0123,47.2,0.8742,868.29,959.96,441.83,456.56,21.72,3.0123,959.96,441.83,124,105,1.5423,1.8086,2.0037,2.2682,1.6323,459.73,2.0176,19.55,1.897,1.288,2.0037,959.96,441.83,456.56,0.8597,20.07,3.0123,47.2,47.2,0.8742,0.8742,44.88,35.88,79.93,54.68,35.45,49.72,73.72,32.92,66.99
125,2.0377,3.0662,29.9,1.8582,855.19,1424.8,442.29,442.13,20.03,3.0662,1424.8,442.29,125,105,1.9705,2.4757,2.1584,1.916,2.8104,447.95,0.6251,20.15,1.5197,2.9211,2.1584,1424.8,442.29,442.13,2.6177,19.31,3.0662,29.9,29.9,1.8582,1.8582,56.15,53.35,79.13,41.23,30.77,50.62,30.47,66.3,40.1
126,2.3631,3.2507,13.7,1.5765,1301.3,1145.91,450.55,458.43,18.88,3.2507,1145.91,450.55,126,105,1.8588,2.055,2.0043,1.9728,2.3536,456.19,0.9922,18.9,0.3871,2.8646,2.0043,1145.91,450.55,458.43,1.9917,18.33,3.2507,13.7,13.7,1.5765,1.5765,53.57,31.91,58.75,49.11,34.21,61.24,77.79,32.21,50.25
127,1.6163,3.376,44.5,2.7241,810.02,1345.95,445.15,444.66,18.88,3.376,1345.95,445.15,127,105,1.7885,1.9269,2.3577,2.0305,0.8622,443.22,0.052,19,2.585,2.475,2.3577,1345.95,445.15,444.66,0.0657,19.05,3.376,44.5,44.5,2.7241,2.7241,33.06,35.12,39.94,36.83,72.59,58.64,39.55,66.22,33.93
128,1.8606,3.3782,26.8,2.2791,1104.25,1429.78,442.87,451.44,18.88,3.3782,1429.78,442.87,128,105,2.4527,2.3661,2.0455,2.0019,2.471,453.75,1.1018,20.95,2.2157,1.7081,2.0455,1429.78,442.87,451.44,2.0204,19.94,3.3782,26.8,26.8,2.2791,2.2791,39.07,33.55,77.32,38.67,58.21,68.86,59.51,71.12,43.66
129,2.1242,3.0417,36.5,0.6983,930.21,1071.16,457.58,449.08,21.75,3.0417,1071.16,457.58,129,105,1.7972,1.6846,1.9598,2.2571,1.8286,449.22,1.7285,21.56,1.1526,2.3808,1.9598,1071.16,457.58,449.08,0.6544,19.9,3.0417,36.5,36.5,0.6983,0.6983,37.25,74.41,59.28,70.24,58.74,64.32,51.44,39.2,37.61
130,2.1608,3.1747,38,0.0567,1053.12,859.78,447.55,455.95,21,3.1747,859.78,447.55,130,105,2.4834,1.8567,2.3471,1.5184,2.7389,440.77,1.3746,19.19,0.58,1.5718,2.3471,859.78,447.55,455.95,1.2243,21.68,3.1747,38,38,0.0567,0.0567,47.72,75.08,59.66,39.37,69.21,38.33,37.47,54.83,36.08
131,2.3813,3.048,36.8,0.9449,989.05,1371.13,446.7,448.65,20.92,3.048,1371.13,446.7,131,105,1.8343,1.6068,2.0562,1.5109,0.7092,449.77,2.9943,19.31,0.1226,0.9583,2.0562,1371.13,446.7,448.65,0.2025,18.36,3.048,36.8,36.8,0.9449,0.9449,30.39,75.94,36.32,51.33,64.37,54.95,53.5,52.08,47.42
132,1.8636,3.1939,44.9,1.5889,1256.27,1299.64,455.42,455.85,20.25,3.1939,1299.64,455.42,132,105,1.8129,2.376,2.2219,2.4546,0.1909,444.1,1.7635,19.26,2.0016,1.623,2.2219,1299.64,455.42,455.85,1.0154,18.34,3.1939,44.9,44.9,1.5889,1.5889,77.96,61.98,49.9,63.69,58.79,36.57,44.55,30.59,60.03
133,1.6344,3.2989,39.7,2.0652,890.82,1210.25,458.79,458.74,19.35,3.2989,1210.25,458.79,133,105,2.0115,1.8256,1.7042,2.4427,2.0725,440.89,1.1794,21.02,2.1729,1.0726,1.7042,1210.25,458.79,458.74,0.8259,20.7,3.2989,39.7,39.7,2.0652,2.0652,44.78,35.53,77.38,31.43,42.69,62.91,36.24,51.8,48.16
134,2.3348,2.9885,48.9,0.5471,1272.88,1170.52,440.18,451.89,19.57,2.9885,1170.52,440.18,134,105,1.6076,2.3346,1.8319,1.8791,2.9399,456.18,2.3503,21.52,1.496,0.8181,1.8319,1170.52,440.18,451.89,1.2928,21.95,2.9885,48.9,48.9,0.5471,0.5471,36.73,51.07,48.71,42.9,52.3,57.85,79.39,57.01,38.09
135,2.498,3.3304,37.2,2.2664,988.71,1336.72,440.8,450.56,21.41,3.3304,1336.72,440.8,135,105,1.9503,2.1645,2.0961,1.8866,1.7137,455.72,0.2146,19.45,2.3075,2.4106,2.0961,1336.72,440.8,450.56,1.4977,21.36,3.3304,37.2,37.2,2.2664,2.2664,73.95,48.88,64.06,44.35,66.32,43.94,79.59,45.96,69.9
136,1.7865,2.8015,36.9,0.4805,915.1,1263.98,450.77,448.13,18.78,2.8015,1263.98,450.77,136,105,2.2939,1.9265,1.7207,2.2116,2.1633,446.24,0.8755,20.24,2.6316,2.167,1.7207,1263.98,450.77,448.13,2.8336,20.59,2.8015,36.9,36.9,0.4805,0.4805,52.23,65.97,78.31,36.67,49.13,51.07,52.97,42.88,30.42
