LotNo=8J208472700,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
67,1.771,3.1884,28.8,0.0228,1331.58,1076.31,443.59,459.54,19.72,3.1884,1076.31,443.59,118,104,2.1071,1.7025,2.1172,2.2197,2.6939,457.48,0.5419,18.72,2.6567,2.5049,2.1172,1076.31,443.59,459.54,1.9181,18.79,3.1884,28.8,28.8,0.0228,0.0228,44.76,77.09,45.28,52.92,58.72,74.62,30.53,32.05,30.64
68,2.1989,3.2116,36.6,1.8447,1199.29,1354.82,442.26,451.3,20.18,3.2116,1354.82,442.26,119,104,2.3014,1.8927,2.4537,1.6903,1.7765,442.76,2.3169,20.09,2.3257,0.4021,2.4537,1354.82,442.26,451.3,1.5102,21.32,3.2116,36.6,36.6,1.8447,1.8447,68.55,47.26,42.05,32.62,54.87,46.12,59.74,33.23,51.39
69,1.9481,3.0363,37,2.5354,1079.27,1091.72,458.84,447.49,20.35,3.0363,1091.72,458.84,120,104,2.4891,2.1999,2.4924,2.4961,0.127,445.64,2.2907,21.21,2.6025,1.164,2.4924,1091.72,458.84,447.49,0.5342,20.95,3.0363,37,37,2.5354,2.5354,40.12,66.39,53.19,32.05,68.38,44.41,54.3,78.76,72.27
70,2.3329,3.2206,39,2.5553,803.9,1048.91,453.97,457.81,18.75,3.2206,1048.91,453.97,121,104,1.7281,1.722,1.9527,2.1207,2.2431,450.28,2.1192,20.71,2.6065,2.9416,1.9527,1048.91,453.97,457.81,1.8028,19.79,3.2206,39,39,2.5553,2.5553,30.43,37.34,64.41,41.26,63.87,31.47,67.58,34.02,71.12
71,2.1497,3.3425,45.6,1.2453,889.64,1325.16,447.35,451.63,18.87,3.3425,1325.16,447.35,122,104,1.8402,1.6395,2.1981,2.2296,0.5069,444.49,0.1603,19.97,1.2524,2.3746,2.1981,1325.16,447.35,451.63,0.1172,19.03,3.3425,45.6,45.6,1.2453,1.2453,62.22,57.69,66.38,57.52,52.48,54.84,37.23,56.85,65.78
72,1.9373,3.4461,22.4,1.7503,1311.38,996.87,459.23,456.59,21.48,3.4461,996.87,459.23,123,104,2.3884,1.6785,2.322,2.2952,0.3246,449.6,0.7792,21.93,2.9713,1.5951,2.322,996.87,459.23,456.59,1.9015,19.97,3.4461,22.4,22.4,1.7503,1.7503,30.53,45.59,41.66,76.41,69.27,47.97,37.75,74.31,36.84
73,2.4644,2.8192,39.6,1.2645,1270.86,1105.12,445.03,453.67,18.57,2.8192,1105.12,445.03,124,104,2.0142,2.2773,2.1652,1.913,1.3605,452.05,0.9961,21.38,0.9834,2.4902,2.1652,1105.12,445.03,453.67,1.3822,18.97,2.8192,39.6,39.6,1.2645,1.2645,77.41,52.36,69.32,52.78,34.13,64.57,74.16,54.88,73.95
74,1.6654,3.3357,24.3,2.3363,885.56,1241.51,442.93,458.4,19.74,3.3357,1241.51,442.93,125,104,2.2287,2.2365,2.0356,1.9662,1.2527,457.61,0.2349,19.33,1.8962,2.5884,2.0356,1241.51,442.93,458.4,2.9125,19.07,3.3357,24.3,24.3,2.3363,2.3363,56.12,55.5,74.92,34.24,59.94,42.35,30.34,37.33,71.43
75,1.7893,3.1646,22.6,0.4967,872.58,1469.71,449.62,441.26,20.03,3.1646,1469.71,449.62,126,104,2.1017,1.8493,1.9285,2.0151,0.4925,441.39,1.2349,20.67,0.4661,0.0504,1.9285,1469.71,449.62,441.26,0.4024,18,3.1646,22.6,22.6,0.4967,0.4967,43.44,55.73,38.6,62.18,64.29,35.5,43.55,61.69,64.35
76,2.3084,3.0208,36,1.1537,1401.51,1165.87,442.61,448.99,19.21,3.0208,1165.87,442.61,127,104,1.817,2.1649,1.7102,2.3819,0.7424,449.72,2.408,20.19,2.0944,1.1839,1.7102,1165.87,442.61,448.99,0.4774,19.7,3.0208,36,36,1.1537,1.1537,33.49,67.69,73.17,45.85,39.38,39.98,30.22,66.09,42.39
77,2.096,3.1532,47.7,1.2462,1309.35,1134.41,450.22,443.17,21.01,3.1532,1134.41,450.22,128,104,2.1455,1.7875,1.5309,2.3686,0.9137,457.22,1.6918,21.1,0.1385,1.8111,1.5309,1134.41,450.22,443.17,1.2437,21.84,3.1532,47.7,47.7,1.2462,1.2462,69.92,54.47,34.89,40.85,39.01,74.61,70.94,51.58,51.43
78,2.2103,2.8427,14.8,0.7255,1370.87,1012.07,448.83,458.12,21.83,2.8427,1012.07,448.83,129,104,1.6517,1.5399,1.702,2.3006,0.355,441.02,1.6781,20.85,1.5948,0.8736,1.702,1012.07,448.83,458.12,0.4204,19.62,2.8427,14.8,14.8,0.7255,0.7255,44.91,44.4,41.09,67.01,38.29,48.92,40.9,63.9,53.76
79,1.7436,3.0509,12.4,1.6462,1035.85,1370.94,453.96,458.24,19.9,3.0509,1370.94,453.96,130,104,2.0342,1.6456,2.1446,1.6349,0.8865,441.96,0.0802,20.8,1.6771,0.7345,2.1446,1370.94,453.96,458.24,2.4771,21.74,3.0509,12.4,12.4,1.6462,1.6462,57.96,45.97,61.75,74.7,75.93,75.33,42.27,41.55,68.55
80,2.4595,3.0262,13.6,2.1521,1416.68,824.02,455.67,441.79,21.81,3.0262,824.02,455.67,131,104,1.972,1.7814,2.124,1.5897,2.1383,459.08,1.0415,20.28,2.2673,2.0522,2.124,824.02,455.67,441.79,0.6038,21.83,3.0262,13.6,13.6,2.1521,2.1521,62.87,74.89,72.23,75.52,30.01,79.4,34.72,36.2,78.66
81,2.3394,2.8857,12.5,2.9656,817.48,1050.41,452.77,455.85,21.92,2.8857,1050.41,452.77,132,104,2.4483,1.8251,1.6056,1.908,2.7635,447.72,0.5978,20.61,2.2937,1.5923,1.6056,1050.41,452.77,455.85,2.5204,21.91,2.8857,12.5,12.5,2.9656,2.9656,71.93,46.31,41.46,64.93,31.58,35.79,67.3,55.12,67.59
82,1.6558,3.2398,46.9,1.5601,1057.99,866.77,451.16,440.67,20.25,3.2398,866.77,451.16,133,104,1.8502,2.1966,1.5484,1.9848,2.8951,453.07,2.4252,21.93,0.8086,2.0091,1.5484,866.77,451.16,440.67,1.0542,19.04,3.2398,46.9,46.9,1.5601,1.5601,59.57,68.22,73.93,78.28,66.27,30.91,74.32,63.47,61
83,2.3748,3.3422,39.2,1.442,1291.94,1197.21,441.49,457.35,20.01,3.3422,1197.21,441.49,134,104,2.01,1.9497,2.3462,1.6651,0.5768,456.74,2.7591,19.94,2.042,2.8359,2.3462,1197.21,441.49,457.35,2.8805,18.39,3.3422,39.2,39.2,1.442,1.442,60.86,30.92,30.69,45.95,79.6,67.22,32.82,41.23,33.35
84,2.0109,3.244,42.2,0.228,910.95,1332.37,446.65,456.95,19.06,3.244,1332.37,446.65,135,104,2.2873,2.2865,1.5811,1.5371,2.0594,452.94,0.2267,21.45,0.9585,0.1399,1.5811,1332.37,446.65,456.95,1.9958,20.44,3.244,42.2,42.2,0.228,0.228,67.44,46.73,40.62,69.07,36.85,65.18,56.21,42.94,56.32
85,1.8656,3.0486,42.2,0.3549,1390.51,1167.45,451.45,457.83,21.53,3.0486,1167.45,451.45,136,104,1.9149,1.9296,2.0898,2.3526,2.3993,450.17,2.7401,19.75,1.1504,2.9498,2.0898,1167.45,451.45,457.83,1.4188,20.96,3.0486,42.2,42.2,0.3549,0.3549,72.34,61.75,62.95,38.11,66.89,60.73,75.4,73.05,39.79
86,2.2435,2.8434,27,0.9061,1320.97,904.44,447.71,454.58,19.31,2.8434,904.44,447.71,137,104,1.7474,1.6397,2.2758,1.6807,2.4126,459.13,2.4772,19.15,1.1176,0.2761,2.2758,904.44,447.71,454.58,0.7698,20.82,2.8434,27,27,0.9061,0.9061,77.18,53.79,76.65,72.73,41.54,42.73,58.04,56.77,49.67
87,2.2442,2.8615,45.6,1.2908,1012.93,1380.56,453.14,456.64,19.42,2.8615,1380.56,453.14,138,104,2.3462,2.4994,2.1942,2.4145,1.6602,453.65,1.7256,21.43,0.2721,1.5854,2.1942,1380.56,453.14,456.64,2.0104,18.81,2.8615,45.6,45.6,1.2908,1.2908,50.5,61.82,74.52,31.43,45.84,74.77,37.11,75.13,68.41
88,1.7564,3.269,28.4,0.8385,1419.33,1187.81,451.96,452.91,18.49,3.269,1187.81,451.96,139,104,2.3815,1.7183,2.4927,1.6775,0.923,441.41,1.4278,20.31,0.6085,2.0213,2.4927,1187.81,451.96,452.91,1.9028,20.56,3.269,28.4,28.4,0.8385,0.8385,46.93,34.79,79.02,59.58,73.42,64.58,34.44,62.93,44.85
89,2.2505,2.9977,49.1,1.3855,1403.35,1194.55,456.79,446.03,21.97,2.9977,1194.55,456.79,140,104,2.3993,2.202,1.6774,2.0352,1.364,441.12,0.9347,19.87,2.9591,1.9508,1.6774,1194.55,456.79,446.03,1.3208,20.98,2.9977,49.1,49.1,1.3855,1.3855,48.51,34.7,44.93,74.73,50.14,42.78,33.7,31.62,72.75
90,1.5435,2.8196,26.4,1.6635,1208.98,970.4,453.96,440.6,21.09,2.8196,970.4,453.96,141,104,2.1365,1.5061,2.2287,2.1746,1.5076,441.9,1.3792,19.48,0.1924,1.9791,2.2287,970.4,453.96,440.6,1.4496,19.84,2.8196,26.4,26.4,1.6635,1.6635,78.28,48.57,78.66,65.5,49.76,51.42,40.18,45.2,38.93
91,2.3838,3.4036,21.5,2.9834,944.13,1370.4,459.64,440.59,21.02,3.4036,1370.4,459.64,142,104,1.5212,2.3551,1.9838,1.8768,2.6025,456.83,0.3566,20.05,1.4782,2.3837,1.9838,1370.4,459.64,440.59,1.1791,20.15,3.4036,21.5,21.5,2.9834,2.9834,47.09,43.7,66.85,49.25,37.69,47.1,34.22,64.19,51.91
92,2.1604,3.0891,29.8,1.7823,1085.24,1299.18,455.17,448.57,18.19,3.0891,1299.18,455.17,143,104,1.5761,2.1137,1.7723,1.9346,1.0258,441.58,2.5407,19.27,1.1587,2.1361,1.7723,1299.18,455.17,448.57,1.618,18.15,3.0891,29.8,29.8,1.7823,1.7823,34.05,31.03,43.37,77.21,53.65,45,68.72,39.92,54.32
93,1.7907,3.2618,31.1,0.3058,888.12,887.68,440.48,457.71,19.48,3.2618,887.68,440.48,144,104,1.5883,2.0449,1.625,2.2241,2.3615,456.37,0.1953,21.32,1.6638,2.1853,1.625,887.68,440.48,457.71,1.1237,21.27,3.2618,31.1,31.1,0.3058,0.3058,56.72,61.34,30.65,47.67,33.87,59.18,63.96,54.04,34.3
94,1.7524,3.0268,42.5,0.4832,1157.91,1179.08,447.81,447.57,19.48,3.0268,1179.08,447.81,145,104,2.2746,1.5485,2.4216,1.9052,0.6191,449.6,1.7505,19.12,1.7556,1.8276,2.4216,1179.08,447.81,447.57,2.7507,21.89,3.0268,42.5,42.5,0.4832,0.4832,30.54,69.85,52,54.09,61.47,47.7,46.49,78.44,54.75
95,2.0318,2.897,19.9,1.0539,1107.9,1136.13,453.67,442.96,20.17,2.897,1136.13,453.67,146,104,2.0581,1.5876,2.4912,1.9158,1.1727,455.3,0.6428,20.79,0.082,2.9887,2.4912,1136.13,453.67,442.96,0.2693,18.86,2.897,19.9,19.9,1.0539,1.0539,64.79,50.53,75.51,73.22,65.18,51.95,61.66,72.95,46.31
96,1.5845,3.1478,49.9,0.7126,1414.84,952.39,444.05,446.82,20.37,3.1478,952.39,444.05,147,104,1.5665,2.4341,2.2182,2.0132,0.9868,446.99,0.1515,18.3,1.2429,2.0686,2.2182,952.39,444.05,446.82,0.9275,21.94,3.1478,49.9,49.9,0.7126,0.7126,73.94,74.22,60.66,74.68,77.27,63.79,35.26,71.1,30.58
97,2.1845,3.294,25.7,0.363,1320.02,1058,456.92,444.22,20.81,3.294,1058,456.92,148,104,1.9556,1.9525,1.7028,2.0812,2.6249,451.78,0.6102,18.45,0.5606,1.6071,1.7028,1058,456.92,444.22,0.5262,19.25,3.294,25.7,25.7,0.363,0.363,49.13,30.95,32.7,70.59,62.94,57.93,75.45,71.87,34.57
98,1.5848,3.278,21.1,0.4293,1168.46,1348.71,457.12,447.14,20.38,3.278,1348.71,457.12,149,104,2.0671,1.5293,2.1421,2.1071,1.6626,443.1,1.8333,21.9,2.664,2.5835,2.1421,1348.71,457.12,447.14,2.9297,18.15,3.278,21.1,21.1,0.4293,0.4293,50.31,36,34.6,35.25,40.72,52.7,61.51,41.4,47.05
99,1.8971,2.8126,46.4,1.992,1454.08,1091.31,448.72,442.96,20.67,2.8126,1091.31,448.72,150,104,1.683,1.7806,1.8417,1.5046,1.6311,454.31,2.0503,18.31,2.2424,1.4354,1.8417,1091.31,448.72,442.96,1.974,18.5,2.8126,46.4,46.4,1.992,1.992,41.38,64.75,57.41,68.73,62.71,47.08,67.85,42.04,72.25
100,2.0609,3.4398,39.8,0.9297,918.89,927.08,447.43,453.81,20.85,3.4398,927.08,447.43,151,104,1.5587,2.0491,2.3096,1.7649,2.3921,457.75,2.2724,19.88,2.2046,2.7577,2.3096,927.08,447.43,453.81,1.3675,20.7,3.4398,39.8,39.8,0.9297,0.9297,35.51,78.63,56.72,69.93,79.67,36.82,47.46,78,55.98
101,1.5648,3.0168,30.3,2.7141,1045.08,1064.47,446.81,459.26,19.34,3.0168,1064.47,446.81,152,104,2.2882,1.9165,1.9566,2.0645,1.851,454.9,1.5772,21.6,1.4889,2.1701,1.9566,1064.47,446.81,459.26,0.7221,19.21,3.0168,30.3,30.3,2.7141,2.7141,39.05,45.51,67.58,35.58,49.56,73.2,56.19,54.68,67.03
102,2.0718,3.2449,17.1,2.177,836.92,815.9,443.71,448.79,19.17,3.2449,815.9,443.71,153,104,2.2853,2.3423,2.1819,1.9353,1.4101,458.2,2.9352,21.29,2.7868,0.9925,2.1819,815.9,443.71,448.79,2.5299,18.05,3.2449,17.1,17.1,2.177,2.177,43.35,57.74,44.28,51.52,55.12,44.69,61.43,73.54,76.39
103,2.3586,3.1608,50,0.8582,877.4,980.87,458,456.99,18.81,3.1608,980.87,458,103,105,1.5229,1.5804,2.4363,2.1444,0.9642,442.04,1.5683,18.66,0.2024,1.8006,2.4363,980.87,458,456.99,1.7814,18.38,3.1608,50,50,0.8582,0.8582,42.9,48.01,36.42,75.4,60.36,54.68,30.85,52.62,32.34
104,1.6792,3.4941,33.3,1.5533,1002.37,1269.36,440.97,457.84,20.43,3.4941,1269.36,440.97,104,105,1.6807,2.0704,2.3342,2.2552,2.8619,455.68,2.9467,18.28,0.2423,1.1601,2.3342,1269.36,440.97,457.84,0.8216,20.02,3.4941,33.3,33.3,1.5533,1.5533,79.61,37.25,75.92,48.21,34.74,46.77,76.51,71.73,55.99
105,2.4959,2.9388,29.4,2.3559,948.47,833.33,451.92,449.9,20.98,2.9388,833.33,451.92,105,105,2.1092,1.8757,1.581,2.448,2.2785,452.77,2.612,20.57,2.4082,2.1895,1.581,833.33,451.92,449.9,1.542,18.37,2.9388,29.4,29.4,2.3559,2.3559,40.62,76.78,73.76,56.18,31.58,76.32,36.2,70.66,39.4
106,1.5567,3.4463,28.2,1.1188,1089.74,1008.46,442.16,450.4,20.45,3.4463,1008.46,442.16,106,105,1.6201,2.0979,2.2368,1.5432,2.3747,444.85,2.8022,19.36,0.6847,2.8643,2.2368,1008.46,442.16,450.4,0.5429,19.77,3.4463,28.2,28.2,1.1188,1.1188,42.44,58.32,55.94,64.31,66.72,41.08,77.12,38.7,67.42
107,1.9038,3.2477,42.3,0.3185,1313.07,1158.44,449.95,440.72,20.18,3.2477,1158.44,449.95,107,105,1.6703,2.2479,2.4267,2.2534,0.4662,454.79,2.3835,18.49,0.6765,0.6272,2.4267,1158.44,449.95,440.72,2.9492,19.41,3.2477,42.3,42.3,0.3185,0.3185,69.73,51.07,41.39,48.55,63.38,76.07,39.03,62.08,48.33
108,1.9709,2.9605,25.1,0.8932,1086.1,1478.54,442.93,456.47,21.72,2.9605,1478.54,442.93,108,105,2.4633,2.4131,2.1125,1.9068,2.462,441.13,0.4603,19.87,0.8145,2.5856,2.1125,1478.54,442.93,456.47,0.3854,19.32,2.9605,25.1,25.1,0.8932,0.8932,43.19,51.91,62.25,48.26,50.37,56.68,65.28,70.84,71.61
109,1.7128,2.9074,27.3,0.3057,1142.73,1374.86,457.51,456.57,18.4,2.9074,1374.86,457.51,109,105,1.5548,2.2216,2.38,1.7322,0.1558,446.48,1.4977,18.52,1.7684,1.2395,2.38,1374.86,457.51,456.57,2.3496,18.86,2.9074,27.3,27.3,0.3057,0.3057,77.67,73.82,78.43,77.38,57.66,78.93,48.77,51.17,33.22
110,2.313,3.4688,20.6,2.9689,1268.19,1023.68,457.33,449.62,20.57,3.4688,1023.68,457.33,110,105,2.1239,1.9629,1.8838,1.93,0.789,458.22,2.7351,21.99,0.1087,1.2054,1.8838,1023.68,457.33,449.62,2.2737,20.11,3.4688,20.6,20.6,2.9689,2.9689,37.27,54.64,43.83,58.44,73.75,51.33,33.62,73.81,47.69
111,2.1567,3.0632,30.6,1.9185,1178.67,1319.74,458.81,455.67,18.15,3.0632,1319.74,458.81,111,105,2.1365,1.8626,2.0905,1.8593,0.3683,452.36,0.2656,20.27,0.3346,1.4282,2.0905,1319.74,458.81,455.67,1.4513,19.09,3.0632,30.6,30.6,1.9185,1.9185,36.05,68.03,62.99,54.85,63.08,38.65,34.05,74.57,42.72
112,2.1796,3.261,48.8,2.8456,1303.83,1114.18,443.22,449.46,21.23,3.261,1114.18,443.22,112,105,1.7535,1.5638,1.9349,1.5596,2.0101,442.9,2.2013,19.56,1.2679,0.0138,1.9349,1114.18,443.22,449.46,0.9988,21.21,3.261,48.8,48.8,2.8456,2.8456,65.99,35.72,75.03,40.88,67.3,58.6,46.94,38.1,56.76
113,1.9514,3.1715,10.1,1.35,1021,872.33,447.91,446.36,20.37,3.1715,872.33,447.91,113,105,1.6832,1.7243,1.9351,2.0154,2.6341,451.71,1.9856,19.28,1.1501,1.0525,1.9351,872.33,447.91,446.36,0.2906,20.49,3.1715,10.1,10.1,1.35,1.35,71.69,54.87,35.5,36.82,73.61,74.22,77.76,62.08,34.04
114,2.1572,2.8934,42,0.4634,1475.34,1039.32,450.39,447.19,19.73,2.8934,1039.32,450.39,114,105,2.219,1.8048,2.3342,1.9819,0.8623,448.29,1.1424,18.61,0.6266,0.5981,2.3342,1039.32,450.39,447.19,2.6302,19.28,2.8934,42,42,0.4634,0.4634,58.24,30.7,35.72,52.13,49.04,74.66,70.24,72.57,70.81
115,2.0951,3.0001,10.3,1.126,824.75,1273.9,456.86,455.59,21.02,3.0001,1273.9,456.86,115,105,1.8312,2.1533,1.7734,1.892,0.2351,448.47,1.4338,20.28,0.1994,1.2587,1.7734,1273.9,456.86,455.59,0.4935,21.39,3.0001,10.3,10.3,1.126,1.126,48.72,70.31,48.79,79.31,74,52.32,31.52,46.27,35.63
116,1.9205,3.4362,48.8,2.0443,1075.16,1021.38,440.26,448.78,19.78,3.4362,1021.38,440.26,116,105,2.4648,2.1188,1.9148,1.6671,0.4708,453.59,2.4765,21.06,2.6182,1.5857,1.9148,1021.38,440.26,448.78,1.5997,19.39,3.4362,48.8,48.8,2.0443,2.0443,44.81,63.28,74.34,38.89,61.91,59.24,32.42,39.81,52.89
117,2.2431,3.4754,47.5,0.1219,1376.22,1444.65,452.78,450.24,20.19,3.4754,1444.65,452.78,117,105,1.6358,2.1935,1.9322,1.6202,0.0893,452.02,2.0434,19.56,2.6903,0.881,1.9322,1444.65,452.78,450.24,2.6006,19.43,3.4754,47.5,47.5,0.1219,0.1219,74.36,78.16,41.95,49.98,74.43,79.94,65.37,45.99,54.05
118,2.2351,3.2072,26.7,1.0052,1146.64,1372.89,445.28,448.68,21.68,3.2072,1372.89,445.28,118,105,2.3195,2.2632,2.3129,1.9137,0.0848,447.05,1.2937,21.92,1.4921,1.1675,2.3129,1372.89,445.28,448.68,0.6464,18.88,3.2072,26.7,26.7,1.0052,1.0052,76.13,75.09,66.89,75.98,35.15,50.61,49.12,46.03,66.62
119,1.6143,3.2404,16.7,2.29,1490.49,1466.77,440.54,458.95,20.89,3.2404,1466.77,440.54,119,105,1.7793,2.1514,1.9567,2.2723,1.473,440.33,1.6171,18.59,2.6581,1.6345,1.9567,1466.77,440.54,458.95,1.2401,19.99,3.2404,16.7,16.7,2.29,2.29,64.12,57.88,38,79.6,44.82,40.65,56.37,65.59,73.69
120,2.1486,3.1813,26.3,2.7968,1215.45,1409.66,455.43,446.7,19.03,3.1813,1409.66,455.43,120,105,2.1344,2.0982,1.958,2.0795,1.2582,445.08,1.1999,18.01,2.7412,2.5724,1.958,1409.66,455.43,446.7,2.8882,19.64,3.1813,26.3,26.3,2.7968,2.7968,35.95,77.85,55.78,60.57,51.74,51.31,42.62,61.96,78.03
121,1.5827,2.8222,20.4,0.2507,1061.11,1111.66,452.48,454.37,20.43,2.8222,1111.66,452.48,121,105,2.4958,1.8752,1.7054,1.8374,2.8103,451.65,1.9502,20.3,1.0344,2.8098,1.7054,1111.66,452.48,454.37,2.6316,18.39,2.8222,20.4,20.4,0.2507,0.2507,44.8,73.4,54.44,79.57,67.03,75.29,70.86,72.92,56.4
122,2.3627,3.4153,15.1,0.7712,832.24,1139.25,448.03,448.39,20.68,3.4153,1139.25,448.03,122,105,2.2241,2.4745,2.4057,2.2338,2.1475,451.99,2.1894,21.07,2.8686,0.579,2.4057,1139.25,448.03,448.39,0.739,19.26,3.4153,15.1,15.1,0.7712,0.7712,65.17,52,49.52,67.9,37.84,59.86,33.05,64.85,53.77
123,1.5484,2.9957,37.8,0.8109,1498.01,847.79,446.38,451.8,19.85,2.9957,847.79,446.38,123,105,2.2475,2.3106,1.674,1.5645,0.8841,440.46,0.0502,21.95,1.656,0.3444,1.674,847.79,446.38,451.8,1.1365,19.06,2.9957,37.8,37.8,0.8109,0.8109,54.45,43.37,39.11,76.26,57.19,43.7,65.96,43.14,73.57
124,1.5985,3.0005,33.9,2.6584,1232.26,1337.95,441.39,445.34,19.29,3.0005,1337.95,441.39,124,105,2.4658,2.1221,2.3497,1.9691,2.4929,457.73,1.3423,19.82,2.472,0.1425,2.3497,1337.95,441.39,445.34,0.9015,19.27,3.0005,33.9,33.9,2.6584,2.6584,33.95,64.99,72.09,57.31,79.72,75.96,45.2,78.48,67.3
125,1.8545,3.4444,46.8,0.8022,1066.03,1433.5,455.26,442.38,19.24,3.4444,1433.5,455.26,125,105,2.2538,2.3473,2.4495,2.3975,2.4559,450.74,2.4608,19.81,2.8199,2.7543,2.4495,1433.5,455.26,442.38,1.9898,21.78,3.4444,46.8,46.8,0.8022,0.8022,34.87,77.25,30.7,58,52.26,52.99,33.58,54.61,50.55
126,2.2406,2.8732,45.5,2.2968,1030.37,1425.71,454.22,452.21,20.2,2.8732,1425.71,454.22,126,105,2.2606,1.8607,2.3914,2.1263,2.8871,445.12,2.8716,19.69,2.6871,0.2122,2.3914,1425.71,454.22,452.21,2.0347,18.63,2.8732,45.5,45.5,2.2968,2.2968,65.91,31.19,37.58,58.76,69.87,35.64,47.83,60.5,56.74
127,1.9706,3.3347,31.4,1.886,888.07,1103.15,456.54,441.76,18.42,3.3347,1103.15,456.54,127,105,1.8467,1.8021,1.6623,1.704,0.5611,455.34,1.6629,20.81,0.1254,1.0419,1.6623,1103.15,456.54,441.76,1.6503,20.11,3.3347,31.4,31.4,1.886,1.886,67.42,60.3,36.81,41.8,71.64,39.62,76.8,44.36,42.24
128,2.0487,3.4165,27.4,0.3632,1466.18,1079.7,449.07,445.52,20.51,3.4165,1079.7,449.07,128,105,2.0499,2.2119,2.2098,1.5484,0.5418,454.36,0.7361,18.36,1.2449,1.869,2.2098,1079.7,449.07,445.52,0.5938,20.4,3.4165,27.4,27.4,0.3632,0.3632,44.77,58.74,47.5,76.35,49.62,33.76,56.37,72.19,30.92
129,1.707,3.4342,50,2.3334,870.51,1171.68,459.92,446.34,21.02,3.4342,1171.68,459.92,129,105,1.9449,2.3807,1.6529,1.9776,1.6416,447.09,0.5528,19.71,2.3477,2.4203,1.6529,1171.68,459.92,446.34,0.7425,21.59,3.4342,50,50,2.3334,2.3334,47.18,51.35,42.44,50.21,70.07,62.36,60.25,78.33,35.28
130,2.4609,2.8202,46.1,0.6728,1446.07,1073.98,446.29,458.53,21.15,2.8202,1073.98,446.29,130,105,2.1973,2.1078,2.2167,2.2908,2.1329,450.16,2.5471,20.96,2.6527,2.4363,2.2167,1073.98,446.29,458.53,2.6457,20.86,2.8202,46.1,46.1,0.6728,0.6728,50.94,30.93,53.43,47.54,77.67,49.96,45.53,77.58,78.02
131,1.5638,2.8903,43.3,0.1531,942.1,1270.27,442.57,446.56,21.16,2.8903,1270.27,442.57,131,105,1.8281,1.7833,2.3846,1.7899,0.6096,441.16,1.2811,19.22,1.4905,1.3472,2.3846,1270.27,442.57,446.56,1.227,21.26,2.8903,43.3,43.3,0.1531,0.1531,69.44,45.98,31.66,74.38,55.41,41.88,58.59,48.1,68.35
132,1.8203,2.9765,44.8,1.4245,1295.28,860.37,455.12,456.22,19.97,2.9765,860.37,455.12,132,105,1.7522,1.5962,2.0528,2.0576,0.8136,441.56,1.7377,19.65,2.3784,0.7087,2.0528,860.37,455.12,456.22,0.6375,19.48,2.9765,44.8,44.8,1.4245,1.4245,36.05,62.15,32.73,70.32,31.33,53.2,43.15,30.07,50.41
133,2.2574,3.1153,44.3,0.7164,1029.42,992.85,458,449.31,20.2,3.1153,992.85,458,133,105,2.167,2.2199,2.2696,1.539,0.2275,440.65,1.7303,19.68,2.2303,2.0432,2.2696,992.85,458,449.31,2.6567,20.4,3.1153,44.3,44.3,0.7164,0.7164,58.08,39.12,38.62,38.74,36.91,43.44,74.6,39.99,54.29
134,2.1729,2.9469,44.5,0.3604,826.37,1106.88,444.72,445.2,21.53,2.9469,1106.88,444.72,134,105,1.848,1.5689,2.1989,2.3024,1.1282,454.19,2.2298,18.41,0.7661,1.4842,2.1989,1106.88,444.72,445.2,0.2452,18.61,2.9469,44.5,44.5,0.3604,0.3604,74.99,45.72,32.53,46.71,30.92,53.87,78.39,43.61,38.95
135,1.9283,3.219,43.1,0.9431,1469.57,839.89,458.87,455.29,19.78,3.219,839.89,458.87,135,105,1.7983,1.8444,2.213,2.2576,1.0563,452.17,2.9628,18.32,0.5492,1.2334,2.213,839.89,458.87,455.29,0.8919,21.6,3.219,43.1,43.1,0.9431,0.9431,65.09,74.94,34.85,55.76,41.59,44.46,47.71,45.44,35.35
136,1.5888,3.4468,49.2,1.1186,1390.48,1133.18,444.06,444.34,20.7,3.4468,1133.18,444.06,136,105,2.3808,2.2365,2.0469,1.8568,1.1869,451.51,2.1077,19.37,0.7283,1.7537,2.0469,1133.18,444.06,444.34,1.8531,21.74,3.4468,49.2,49.2,1.1186,1.1186,39.16,62.16,75.56,57.41,30.35,61.97,49.04,65.29,55.11
