LotNo=8J208472300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
StartTestDate=2023/06/06 AM 09:09:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TestTime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cal,Spec,Fmodel,Rmodel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EquipmentID=AWPRF22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OperatorID=25370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SN,Vf1,Vf2,Vr1,Ir1,Rs,Iv2,Wd2,Wp2,Hw2,Vf3,Iv3,Wd3,X,Y,Vf0,Thy1,Thy2,PEAK1,Ir2,Wp3,Purity2,Hw3,Purity3,Ir3,Vf4,Iv4,Wd4,Wp4,Purity4,HW4,Vf5,Vr2,Vr3,Ir4,Ir5,WdWp2,WdWp3,WdWp4,WPE2,WPE3,DWPE,POI2,POI3,DPOI
67,2.0173,3.369,35.5,0.7299,1331.47,804.02,441.66,447.81,21.89,3.369,804.02,441.66,118,104,2.2794,1.8863,2.2002,1.6356,1.6359,449.38,0.4725,18.77,1.7785,0.2352,2.2002,804.02,441.66,447.81,2.9589,19.2,3.369,35.5,35.5,0.7299,0.7299,37.51,55.1,77.54,41.48,40.41,37.89,79.99,51.9,63.38
68,1.8875,3.4384,23.8,1.0672,1255.06,807.78,451.47,450.39,21.82,3.4384,807.78,451.47,119,104,1.8406,1.5951,2.269,2.3348,0.1692,447.54,0.6882,18.66,2.1957,0.7583,2.269,807.78,451.47,450.39,1.0238,18.06,3.4384,23.8,23.8,1.0672,1.0672,63.31,75.44,31.33,72.21,64.15,74.7,45.67,67.7,51.33
69,1.6965,2.8873,17.3,1.6821,1015.9,985.93,443.03,452.28,20.68,2.8873,985.93,443.03,120,104,1.7246,2.3455,1.5631,1.5764,0.5955,444.28,2.212,18.05,1.9853,1.7184,1.5631,985.93,443.03,452.28,1.3617,18.7,2.8873,17.3,17.3,1.6821,1.6821,42.41,51.78,68.69,58.97,42.68,36.09,49.26,61.51,51.48
70,2.2032,3.1577,39.7,0.5592,1310.8,1374.91,455.51,446.83,19.6,3.1577,1374.91,455.51,121,104,2.2353,1.9382,1.6309,1.861,0.6386,447.73,1.0051,20.53,1.6097,0.3569,1.6309,1374.91,455.51,446.83,2.0996,20.21,3.1577,39.7,39.7,0.5592,0.5592,62.89,40.66,54.7,76.18,77.24,50.17,72.19,53.15,39.86
71,1.8523,3.0812,27.1,2.6516,1249.63,1152.13,453.21,455.47,20.95,3.0812,1152.13,453.21,122,104,1.8334,2.3204,2.4312,2.2697,1.638,451.43,1.1502,18.5,1.4387,2.0009,2.4312,1152.13,453.21,455.47,0.2429,20.41,3.0812,27.1,27.1,2.6516,2.6516,69.68,68.28,70.16,72.83,57.66,45.57,41.31,60.96,56.59
72,2.0914,3.4046,29.8,2.2346,1137.86,1397.11,443.79,456.3,20.55,3.4046,1397.11,443.79,123,104,1.6742,1.753,1.5848,2.1642,1.8356,459.21,1.373,18.85,1.3211,2.685,1.5848,1397.11,443.79,456.3,1.1365,19.48,3.4046,29.8,29.8,2.2346,2.2346,34.78,60.56,67.3,42.43,30.46,48.59,76.9,38.16,36.79
73,2.2643,2.9723,17.8,0.2765,1153.53,953.4,457.13,440.89,18.39,2.9723,953.4,457.13,124,104,1.8354,2.3058,1.8693,2.0677,1.4306,443.46,2.9,21.91,0.233,2.1685,1.8693,953.4,457.13,440.89,0.3087,19.79,2.9723,17.8,17.8,0.2765,0.2765,58.34,39.4,38.31,66.23,34.45,55.36,44.79,57.53,52.38
74,1.5385,3.3847,33.5,1.3069,1249.26,1440.67,447.53,457.57,18.31,3.3847,1440.67,447.53,125,104,2.3995,2.4126,2.3164,1.5275,0.0735,447.87,1.1833,18.39,0.769,0.6478,2.3164,1440.67,447.53,457.57,2.032,18.45,3.3847,33.5,33.5,1.3069,1.3069,57.36,43.27,33.84,37.89,32.23,44.29,30.67,75.33,35.74
75,2.3162,3.4948,42.9,1.1864,900.49,1494.86,445.2,451.71,18.96,3.4948,1494.86,445.2,126,104,2.0113,1.955,1.6902,1.5595,1.1618,451.33,2.1155,19.6,1.9473,0.2277,1.6902,1494.86,445.2,451.71,2.8861,21.7,3.4948,42.9,42.9,1.1864,1.1864,69.91,35.99,66.3,47.98,46.12,75.8,61.1,77.89,68.6
76,1.9232,3.0973,31.6,0.2339,1234.62,1436.81,445.56,440.23,20.04,3.0973,1436.81,445.56,127,104,1.7996,2.3645,1.7093,1.5107,2.0581,446.44,1.9905,20.85,1.744,0.5118,1.7093,1436.81,445.56,440.23,1.7327,21.16,3.0973,31.6,31.6,0.2339,0.2339,67.02,68.66,54.96,40.15,65.08,47.86,54.39,60.2,32.06
77,1.7048,2.8636,37.5,2.8202,1164.76,840.95,452.13,444.56,21.09,2.8636,840.95,452.13,128,104,1.7975,1.656,1.6756,2.356,1.7348,459.82,2.4823,18.29,1.6655,0.8998,1.6756,840.95,452.13,444.56,0.7774,20.3,2.8636,37.5,37.5,2.8202,2.8202,56.16,79.04,40.14,35.85,47.05,39.98,76.5,50.04,32.97
78,1.5171,3.3997,11.8,2.8369,1457.48,1356.33,448.44,452.09,21.54,3.3997,1356.33,448.44,129,104,2.4073,2.3566,1.5543,2.3176,0.2004,452.4,2.438,21.17,1.2203,0.0477,1.5543,1356.33,448.44,452.09,2.554,20.69,3.3997,11.8,11.8,2.8369,2.8369,51.66,71.07,33.51,69.69,66.78,65.54,61.89,74.44,49.97
79,2.1958,3.4012,14.3,2.6411,818.89,1485.23,456.31,441.73,19.08,3.4012,1485.23,456.31,130,104,2.2693,2.3231,2.3083,1.5051,0.9812,449,1.3355,19.18,0.3889,0.2541,2.3083,1485.23,456.31,441.73,1.1404,21.73,3.4012,14.3,14.3,2.6411,2.6411,76.64,60.47,52.82,46.97,59.27,42.57,51.6,53.14,40.65
80,1.9573,3.0774,30.6,1.0256,1040.65,1075.85,445.83,458.36,20.39,3.0774,1075.85,445.83,131,104,2.1589,1.5103,1.9768,1.8987,2.366,441.05,1.1487,19.85,2.3696,0.7605,1.9768,1075.85,445.83,458.36,1.3622,18.37,3.0774,30.6,30.6,1.0256,1.0256,72.75,43.58,46.41,66.25,45.77,47.05,38.47,79.38,54.44
81,2.0986,3.3995,30.5,0.3198,1494.51,1318.57,452.29,454.49,20.95,3.3995,1318.57,452.29,132,104,1.7281,1.6848,1.588,1.7307,0.3225,445.08,0.091,19.07,0.4707,0.3428,1.588,1318.57,452.29,454.49,0.2345,18.98,3.3995,30.5,30.5,0.3198,0.3198,40.13,60.56,79,32.25,72.35,39.39,58.98,75.7,57.5
82,2.0731,3.3414,19.3,1.0294,1377.39,1140.27,441.74,453.62,21.04,3.3414,1140.27,441.74,133,104,1.9067,2.3076,1.5286,1.9844,1.8345,440.46,1.3699,21.47,1.7908,1.6894,1.5286,1140.27,441.74,453.62,0.154,19.81,3.3414,19.3,19.3,1.0294,1.0294,54.62,45.1,67.36,48.7,35.33,56.02,32.75,44.66,46.73
83,2.4594,3.2666,28.5,2.8385,1168.06,1143.06,449.9,453.37,20.87,3.2666,1143.06,449.9,134,104,2.3267,2.0877,1.579,2.1647,2.6478,453.6,0.1703,19.24,2.5189,0.464,1.579,1143.06,449.9,453.37,2.3221,20.46,3.2666,28.5,28.5,2.8385,2.8385,69.14,41.57,78.63,34.54,64.5,32.05,46.55,34.2,47.21
84,2.1755,3.02,44.7,2.2637,1375,1121.19,454.09,451.59,19.72,3.02,1121.19,454.09,135,104,1.6724,1.7311,1.5797,2.2958,0.3256,457.97,0.1271,21.6,1.5562,0.527,1.5797,1121.19,454.09,451.59,2.8624,21.27,3.02,44.7,44.7,2.2637,2.2637,44.24,69.37,56.58,36.28,67.6,31.5,56.84,51.55,43.32
85,1.5298,3.4593,35.9,2.4096,1145.94,942.22,456.67,452.16,19.21,3.4593,942.22,456.67,136,104,2.0423,1.7874,2.4141,2.1296,2.2946,450.03,1.5639,18.38,0.1379,0.4227,2.4141,942.22,456.67,452.16,2.1147,19.67,3.4593,35.9,35.9,2.4096,2.4096,78.25,74.37,30.42,44.96,57.57,57.22,62.46,39.05,61.09
86,2.2594,3.2974,20.8,1.3035,828.12,1274.84,440.02,454.04,18.42,3.2974,1274.84,440.02,137,104,1.6829,2.487,2.3504,1.7251,0.6943,444.89,1.1379,19.11,2.0948,0.7017,2.3504,1274.84,440.02,454.04,2.1398,21.83,3.2974,20.8,20.8,1.3035,1.3035,71.64,62.15,62.79,46.9,35.04,52.12,35.42,70.06,51.26
87,2.083,3.1491,46,0.2258,1440.68,1486.3,448.23,445.96,18.91,3.1491,1486.3,448.23,138,104,1.5464,1.9759,1.5831,2.0911,2.7967,452.27,1.4385,19.96,0.8499,1.1846,1.5831,1486.3,448.23,445.96,0.5473,21.11,3.1491,46,46,0.2258,0.2258,65.68,73.04,55.62,34.92,78.61,59.67,32.77,68.29,70.28
88,1.8178,3.4468,14.4,2.5855,1049.18,890.08,440.65,453.27,19.42,3.4468,890.08,440.65,139,104,1.7738,2.0628,2.103,1.8282,1.9905,441.89,2.9813,19.37,2.6709,1.5351,2.103,890.08,440.65,453.27,0.1349,19.66,3.4468,14.4,14.4,2.5855,2.5855,30.44,61.42,74.48,78.31,50.97,62.02,32.37,75.76,79.67
89,2.0916,2.8651,38.3,0.981,1426.64,843.83,456.51,455.39,19.21,2.8651,843.83,456.51,140,104,2.0767,1.76,1.593,2.2212,2.1883,451.5,1.4859,21.79,0.4841,1.6987,1.593,843.83,456.51,455.39,2.2291,18.7,2.8651,38.3,38.3,0.981,0.981,70.1,67.13,73.25,57.26,41.6,65.06,72.51,75.36,78.01
90,1.669,2.926,13.5,2.536,1279.24,1045.1,456.49,440.42,19.42,2.926,1045.1,456.49,141,104,1.6014,2.2636,1.7334,2.1206,2.2714,448.36,0.9071,18.15,1.7554,1.8743,1.7334,1045.1,456.49,440.42,1.0679,19.5,2.926,13.5,13.5,2.536,2.536,64.42,59.67,33.29,70.08,54.41,50.96,68.51,76.09,62.79
91,2.2157,3.0533,32.2,1.7599,941.53,975.08,451.33,449.95,18.74,3.0533,975.08,451.33,142,104,2.2285,2.088,1.7823,1.6486,0.1795,441.06,1.6795,20.08,2.3621,0.3041,1.7823,975.08,451.33,449.95,0.0521,19.49,3.0533,32.2,32.2,1.7599,1.7599,78.85,62.86,30.43,65.17,73.64,70.82,63.71,42.91,50.32
92,2.4539,2.9448,44.8,2.4526,850.75,1398.54,448.41,440.6,21.55,2.9448,1398.54,448.41,143,104,1.5483,1.5258,1.6953,1.8884,2.8301,459.22,2.5615,19.93,2.3406,2.8329,1.6953,1398.54,448.41,440.6,0.4454,19.48,2.9448,44.8,44.8,2.4526,2.4526,44.82,72.54,56.77,63.74,32.49,62.64,63.67,58.38,41.26
93,1.8523,3.0834,15.2,2.6898,1091.26,1333.66,456.32,454.53,21.79,3.0834,1333.66,456.32,144,104,1.5393,2.3225,1.7714,2.1683,1.4487,450.8,1.6646,18.79,1.2015,0.4341,1.7714,1333.66,456.32,454.53,1.3216,18.19,3.0834,15.2,15.2,2.6898,2.6898,61.62,31.6,50.68,56.77,41.77,56.15,57.55,74.47,52.03
94,1.5871,3.3686,20.1,1.2422,1228.3,1080.25,457.89,448.85,18.4,3.3686,1080.25,457.89,145,104,1.7715,2.4755,2.1777,1.8348,1.7917,455.01,2.8312,18.56,0.6993,1.284,2.1777,1080.25,457.89,448.85,2.3711,20.6,3.3686,20.1,20.1,1.2422,1.2422,51.2,70.96,75.3,74.14,72.18,78.88,70.2,72.81,41.08
95,2.3738,3.3648,21.1,0.515,1302.21,1484.4,458.24,447.85,21.71,3.3648,1484.4,458.24,146,104,1.9905,2.4226,1.9598,2.1336,0.7592,450.78,1.3424,18.95,2.2926,0.8399,1.9598,1484.4,458.24,447.85,2.6136,19.27,3.3648,21.1,21.1,0.515,0.515,55.68,70.44,57.34,63.91,61.4,78.89,38.16,47.3,32.45
96,1.7653,3.3297,10.4,2.9229,1259.67,993.72,443.84,452.79,18.03,3.3297,993.72,443.84,147,104,1.6365,1.5985,2.2369,2.4262,2.1461,450.21,2.1179,18.46,1.7953,1.5511,2.2369,993.72,443.84,452.79,1.734,21.95,3.3297,10.4,10.4,2.9229,2.9229,48.41,77.94,60.91,57.61,56.46,58.31,42.66,40.32,53.3
97,1.6676,3.1206,11.3,2.2434,1393.52,1126.91,454.52,440.74,21.5,3.1206,1126.91,454.52,148,104,2.0418,1.8506,2.2649,1.568,0.4896,451.06,2.7554,18.81,2.1377,2.8961,2.2649,1126.91,454.52,440.74,1.221,18.72,3.1206,11.3,11.3,2.2434,2.2434,44.32,35.55,48.04,35.69,56.66,78.92,31.54,38.48,57.3
98,1.8729,3.0917,39.3,1.9322,1420.86,1419.7,440.13,447.68,18.45,3.0917,1419.7,440.13,149,104,2.1964,1.8363,1.9019,1.8116,1.9824,448.89,0.887,19.74,2.4675,2.6992,1.9019,1419.7,440.13,447.68,0.1229,18.93,3.0917,39.3,39.3,1.9322,1.9322,79.46,73.86,42.58,73.13,65.52,57.19,72,57.91,66.82
99,2.0348,3.4781,16.6,1.6416,913.03,844.31,446.26,453.36,20.95,3.4781,844.31,446.26,150,104,1.6178,2.0135,2.0166,2.4222,0.9517,442.63,0.5654,21.25,2.1858,0.3605,2.0166,844.31,446.26,453.36,0.8204,18.55,3.4781,16.6,16.6,1.6416,1.6416,56.33,68.09,74.65,39.22,37.95,45.82,67.29,32.38,42.52
100,1.8674,3.252,49.3,1.0738,986.85,888.9,455.62,449.81,20,3.252,888.9,455.62,151,104,2.3135,2.1559,2.1112,1.9967,2.4089,440.01,1.446,20.17,1.4182,1.055,2.1112,888.9,455.62,449.81,0.8342,22,3.252,49.3,49.3,1.0738,1.0738,79.88,74.99,31.38,43.51,68.58,68.8,39.87,46.42,72.41
101,1.6681,2.9314,18.3,2.0769,971.59,1153.43,449.87,455.24,20.96,2.9314,1153.43,449.87,152,104,1.8889,2.1471,1.5929,2.2295,0.2161,446.36,2.0354,19.72,2.8934,1.8799,1.5929,1153.43,449.87,455.24,1.0482,19.15,2.9314,18.3,18.3,2.0769,2.0769,72.95,38.63,31.33,35.26,77.67,38.36,55.56,63.3,59.96
102,2.331,2.8393,14,2.7561,928.09,835.51,459.37,447.03,21.09,2.8393,835.51,459.37,153,104,1.7289,2.1642,2.1026,2.2638,1.3196,442.68,0.7866,21.9,2.7188,0.3592,2.1026,835.51,459.37,447.03,1.5351,21.89,2.8393,14,14,2.7561,2.7561,66.41,45.05,78.38,48.55,41.13,47.79,64.14,44.99,54.66
103,2.453,3.1901,31.4,2.3054,951.96,1246.92,458.88,447.38,20.62,3.1901,1246.92,458.88,103,105,2.4295,1.8423,2.3064,2.1567,1.4999,445.9,0.1448,20.85,1.2221,0.7538,2.3064,1246.92,458.88,447.38,0.5164,21.89,3.1901,31.4,31.4,2.3054,2.3054,55.3,55.69,53.89,72.38,53.3,46.31,30.41,65.93,58.39
104,2.2362,3.0784,43.8,1.8126,1249.84,1205.98,454.64,441.7,20.9,3.0784,1205.98,454.64,104,105,1.6062,1.6414,1.7505,1.7036,2.8892,458.05,1.2316,19.71,2.9197,2.8163,1.7505,1205.98,454.64,441.7,1.2976,21.23,3.0784,43.8,43.8,1.8126,1.8126,66.1,60.88,59.09,58.94,45.57,63.76,31.28,41.25,68.85
105,2.1903,2.8267,35.5,2.0017,900.74,1420.74,441.68,458.51,19.75,2.8267,1420.74,441.68,105,105,2.4834,1.6641,2.336,1.7028,2.9377,451.8,1.4212,19.14,1.8746,2.5858,2.336,1420.74,441.68,458.51,2.4997,18.84,2.8267,35.5,35.5,2.0017,2.0017,61.2,68.47,51.35,41.12,63.99,77.84,54.82,35.34,71.23
106,2.2506,3.17,32.1,1.4224,1463.97,1214.65,458.46,452.27,19.52,3.17,1214.65,458.46,106,105,2.1154,2.3848,1.8341,1.6924,1.8484,452.74,1.2151,21.35,1.7473,1.8904,1.8341,1214.65,458.46,452.27,0.5312,21.67,3.17,32.1,32.1,1.4224,1.4224,41.68,43.4,74.59,46.96,43.94,67.62,32.56,77.63,58.62
107,1.5024,2.8687,17.5,1.9136,1298.73,1280.06,441.17,458.85,19.41,2.8687,1280.06,441.17,107,105,2.4424,2.0546,1.879,2.0675,0.9195,453.7,0.9538,20.34,2.7143,0.6702,1.879,1280.06,441.17,458.85,1.0443,19.6,2.8687,17.5,17.5,1.9136,1.9136,60.52,52.27,67.04,33.54,30.39,77.63,31.02,67.04,59.79
108,2.0639,3.0208,29,2.4266,860.39,1223.33,447.33,447.46,21.48,3.0208,1223.33,447.33,108,105,2.0636,2.3251,2.3137,1.9411,0.6709,442.65,0.6022,18.18,0.1981,1.0663,2.3137,1223.33,447.33,447.46,2.6841,20.77,3.0208,29,29,2.4266,2.4266,46.11,79.42,69.17,76.71,76.14,42.57,57.46,77.1,60.82
109,1.9436,3.3632,46.3,0.5491,1142.57,1174.56,458.97,442.05,19.73,3.3632,1174.56,458.97,109,105,1.9166,1.6419,1.8052,2.322,2.7248,455.09,0.6273,18.85,1.5523,0.6577,1.8052,1174.56,458.97,442.05,1.8054,21.22,3.3632,46.3,46.3,0.5491,0.5491,60.39,71.8,42.2,56.68,44.35,79.52,49.28,30.86,53.92
110,1.8746,3.4535,23.3,0.0822,1291.67,1010.52,448.77,447.85,21.44,3.4535,1010.52,448.77,110,105,2.201,2.3269,2.0477,2.4411,1.6281,454.45,0.3757,19.62,1.3996,2.1992,2.0477,1010.52,448.77,447.85,2.9207,18.35,3.4535,23.3,23.3,0.0822,0.0822,37.26,71.35,68.15,42.12,50.63,30.54,79.04,31.28,55.55
111,1.9319,3.0349,44.7,1.2592,1495.43,965.74,451.33,445.83,20.19,3.0349,965.74,451.33,111,105,2.2311,2.078,1.8616,1.7904,2.0247,443.36,2.3192,18.11,0.4624,2.9353,1.8616,965.74,451.33,445.83,1.5853,20.65,3.0349,44.7,44.7,1.2592,1.2592,63.97,73.14,72.55,70.31,32.11,32.96,37,61.85,78.64
112,2.3344,3.2304,39.7,0.5804,1116.14,1446.22,450.62,458.62,21.45,3.2304,1446.22,450.62,112,105,2.3556,2.4613,1.719,2.4622,2.8956,443.84,1.4662,18.98,1.0586,1.6052,1.719,1446.22,450.62,458.62,2.0174,20.82,3.2304,39.7,39.7,0.5804,0.5804,48.64,35.46,36.57,34.84,48.72,53.4,73.6,51.46,41.03
113,2.2923,3.2707,43,1.7084,1029.11,1204.14,454.38,451.92,21.89,3.2707,1204.14,454.38,113,105,2.2082,2.209,2.2678,1.8292,2.1647,456.93,0.8227,20.6,2.1674,2.0279,2.2678,1204.14,454.38,451.92,1.3648,20.48,3.2707,43,43,1.7084,1.7084,58.85,68.49,43.38,58.47,47.44,61.16,41.04,62.58,46.93
114,2.1674,3.445,43.4,2.8462,1228.67,1148.98,453,449.37,18.54,3.445,1148.98,453,114,105,2.4974,2.4377,1.6497,2.2383,1.7112,442.87,0.8991,21.45,1.4736,1.0671,1.6497,1148.98,453,449.37,1.2034,19.4,3.445,43.4,43.4,2.8462,2.8462,65,30.04,58.47,38.27,71.53,68,65.4,79.43,38.41
115,1.8558,2.809,20.9,2.3719,1341.72,1175.53,441.1,444.59,18.98,2.809,1175.53,441.1,115,105,2.1627,1.5797,1.7626,1.5425,2.2539,458.65,2.2978,20.62,2.5159,2.4932,1.7626,1175.53,441.1,444.59,1.3459,20.19,2.809,20.9,20.9,2.3719,2.3719,65.31,63.59,49.92,47.11,47.38,53.71,53,60.63,49.5
116,2.3101,3.42,16.7,2.5267,936.81,1430.86,456.41,459.64,19.33,3.42,1430.86,456.41,116,105,1.9265,2.0897,1.856,1.8747,0.8122,454.14,0.8848,21.46,1.5059,1.1018,1.856,1430.86,456.41,459.64,2.9122,20.8,3.42,16.7,16.7,2.5267,2.5267,49.37,40.72,78.25,31.94,36.23,67.43,77.74,77.95,55.46
117,2.0397,3.1429,34.6,1.2661,1252.48,876.78,448.68,441.58,18.55,3.1429,876.78,448.68,117,105,1.7164,2.2349,2.488,2.4739,1.7389,449.01,0.3396,18.49,2.5929,2.3777,2.488,876.78,448.68,441.58,1.6828,19.74,3.1429,34.6,34.6,1.2661,1.2661,69.79,35.01,57.69,57.07,60.94,57.73,77.04,58.4,72.91
118,1.9274,2.836,46.4,0.8745,1174.46,1481.68,456.4,449.16,19.94,2.836,1481.68,456.4,118,105,1.6319,2.2317,2.1816,2.2138,2.1771,447.93,0.6945,19.05,0.5334,2.1621,2.1816,1481.68,456.4,449.16,2.57,21.9,2.836,46.4,46.4,0.8745,0.8745,65.75,78.13,62.95,59.11,31.81,62.08,73.41,70.78,43.79
119,1.8587,2.8387,27.7,0.8905,896.62,862.73,440.11,458.57,19.57,2.8387,862.73,440.11,119,105,1.7025,1.9383,1.6455,2.2639,0.2195,459.2,0.2278,20.37,0.3793,2.5745,1.6455,862.73,440.11,458.57,1.6963,21.56,2.8387,27.7,27.7,0.8905,0.8905,37.72,53.02,73.06,68.84,66.29,46.99,54.82,39.39,34.33
120,1.7059,3.3722,47,1.8487,952.64,1173.56,457.32,454.58,19.55,3.3722,1173.56,457.32,120,105,2.1817,1.7526,2.1486,1.6136,0.3249,457.95,1.0006,19.84,1.3404,0.6534,2.1486,1173.56,457.32,454.58,0.0935,20.66,3.3722,47,47,1.8487,1.8487,64.61,53.08,44.56,64.31,56.34,72.72,63.25,78.68,35.41
121,2.1556,2.9101,19.1,2.2373,836.55,1182.92,440.09,452.26,20.14,2.9101,1182.92,440.09,121,105,2.2915,2.256,1.7954,1.6263,1.1832,445.72,2.6601,20.23,1.002,0.1438,1.7954,1182.92,440.09,452.26,2.0118,20.75,2.9101,19.1,19.1,2.2373,2.2373,55.23,55.63,74.88,47.04,52.8,43.54,68.13,39.73,42.77
122,2.2527,2.937,29.1,1.2698,968.58,1108.58,450.24,458.92,20.98,2.937,1108.58,450.24,122,105,1.8221,1.6334,1.9628,2.0617,0.3166,440.2,2.1718,21.76,1.545,0.9061,1.9628,1108.58,450.24,458.92,1.6826,18.87,2.937,29.1,29.1,1.2698,1.2698,45.74,59.96,57.33,38.07,67.72,78.76,77.09,33.53,69.58
123,2.2224,3.2936,32.2,2.9619,1420.2,1077.95,444.07,455.01,19.51,3.2936,1077.95,444.07,123,105,1.9422,1.7027,2.2374,2.2147,0.7065,448.26,1.1526,21.67,0.8639,1.8625,2.2374,1077.95,444.07,455.01,1.6878,21.09,3.2936,32.2,32.2,2.9619,2.9619,40.86,35.61,51.45,39.6,52.21,63.25,45.67,49.39,49.46
124,1.6204,3.0385,15.7,2.5049,981.41,1168.08,449.45,442.02,21.23,3.0385,1168.08,449.45,124,105,2.094,1.8716,2.3682,1.6095,2.277,446.19,0.4191,18.45,0.9338,0.6219,2.3682,1168.08,449.45,442.02,2.6387,21.83,3.0385,15.7,15.7,2.5049,2.5049,67.32,53.7,51.33,30.26,44.76,38.15,53.86,60.01,31.7
125,2.2965,3.1242,43.2,1.3134,1330.47,924.44,440.46,453.48,21.19,3.1242,924.44,440.46,125,105,1.6705,2.1334,1.6037,2.3504,1.4262,443.09,2.3527,21.53,1.3008,0.3508,1.6037,924.44,440.46,453.48,0.9367,21.06,3.1242,43.2,43.2,1.3134,1.3134,32.68,77.2,59.37,71.51,60.77,50.75,39.4,68.78,63.97
126,1.8752,2.9588,20.4,2.7262,1264.71,974.27,445.34,443.61,20.22,2.9588,974.27,445.34,126,105,2.3232,1.8219,1.5061,2.4274,2.0871,451.87,1.6368,19.92,1.9387,1.1137,1.5061,974.27,445.34,443.61,1.5278,19.62,2.9588,20.4,20.4,2.7262,2.7262,74.92,59.77,43.35,48.97,33.66,51.75,79.5,51.87,46.48
127,1.7316,3.1737,12.8,2.6973,1158.41,1167.09,450.2,451.8,21.8,3.1737,1167.09,450.2,127,105,1.5525,1.6554,2.4368,1.8968,1.6505,450.2,0.4724,21.24,1.0321,1.3795,2.4368,1167.09,450.2,451.8,2.6849,20.9,3.1737,12.8,12.8,2.6973,2.6973,35.1,37.72,69.57,74.11,75.03,67.49,72.96,73,63.79
128,2.1744,2.8908,28.8,1.9743,1061.07,1475.79,458.51,443.29,19.89,2.8908,1475.79,458.51,128,105,2.0093,2.1284,1.8759,1.853,0.8244,459.29,2.3738,20.63,0.9535,2.0464,1.8759,1475.79,458.51,443.29,2.5211,19.96,2.8908,28.8,28.8,1.9743,1.9743,62.54,74.66,75.65,49.69,78.75,79.06,51.57,79.34,71.21
129,1.9178,3.445,37.4,1.5869,1487.05,1403.61,447.89,449.43,20.69,3.445,1403.61,447.89,129,105,1.7359,1.6075,2.2905,2.009,2.3971,447.5,2.4142,19.86,1.7867,0.5062,2.2905,1403.61,447.89,449.43,1.0847,19.64,3.445,37.4,37.4,1.5869,1.5869,62.63,39.16,38.17,64.88,58.45,62.48,47.75,67.06,77.65
130,2.444,3.1234,16.4,1.9852,931.26,1118.83,452.78,449.46,20.81,3.1234,1118.83,452.78,130,105,2.1227,2.0127,1.5171,2.4782,1.0269,446.22,2.4937,21.09,1.1644,1.0641,1.5171,1118.83,452.78,449.46,2.0447,19.41,3.1234,16.4,16.4,1.9852,1.9852,46.36,53.46,42.6,40.61,68.32,72.55,40.93,39.82,48.16
131,2.2789,3.0073,35.5,0.9723,805.59,1259.5,454.32,442.44,18.79,3.0073,1259.5,454.32,131,105,1.952,2.1416,1.5593,1.9746,1.0245,442.65,0.5995,18.76,2.9157,1.3934,1.5593,1259.5,454.32,442.44,1.1824,19.74,3.0073,35.5,35.5,0.9723,0.9723,41.49,75.77,40.34,37.17,48.11,73.34,78.86,30.23,77.04
132,1.559,2.9224,27.9,1.0171,1212.93,1035,458.73,459.38,19.76,2.9224,1035,458.73,132,105,1.6036,2.1424,1.716,1.8308,2.475,447.63,1.4667,19.84,0.7079,2.767,1.716,1035,458.73,459.38,2.327,19.53,2.9224,27.9,27.9,1.0171,1.0171,50.62,70.95,70.91,78.01,77.85,70.69,41.45,58.27,40.58
133,2.1379,3.4769,17.9,2.1371,1135.75,856.73,459.16,456.2,19.32,3.4769,856.73,459.16,133,105,1.8719,1.6304,2.3497,1.9066,0.5263,444.91,1.4154,20.31,2.7013,0.6686,2.3497,856.73,459.16,456.2,1.0902,20.93,3.4769,17.9,17.9,2.1371,2.1371,70.93,36.12,35.99,51.25,34.53,34.98,69.55,52.92,75.62
134,1.8376,2.8699,43.9,1.9631,1266.34,1251.32,457.14,459.44,18.44,2.8699,1251.32,457.14,134,105,1.5067,2.4616,2.2794,1.6487,2.5457,450.31,1.9041,18.87,0.812,1.289,2.2794,1251.32,457.14,459.44,1.7675,21.56,2.8699,43.9,43.9,1.9631,1.9631,36.36,46.07,57.08,38.22,36.97,74.69,70.85,78.09,65
135,1.8941,3.4179,33.3,1.9747,894.18,829.28,449.07,451.75,19.11,3.4179,829.28,449.07,135,105,2.4214,1.6469,1.9785,1.7668,2.5058,447.72,2.2359,21.98,1.3857,1.2312,1.9785,829.28,449.07,451.75,1.0548,19.86,3.4179,33.3,33.3,1.9747,1.9747,75,60.84,51.97,58.87,63.28,42.03,35.4,49.33,37.16
136,2.1205,3.0699,49.8,1.0327,983.18,1260.5,447.55,442.14,18.36,3.0699,1260.5,447.55,136,105,2.0316,1.9226,1.9172,2.1557,1.902,458.12,2.6274,21.02,2.4389,2.1068,1.9172,1260.5,447.55,442.14,1.4518,21.86,3.0699,49.8,49.8,1.0327,1.0327,33.07,46.54,74.79,31.12,79.94,57.62,49.7,56.32,66.92
